text,actual,predicted
Wish me lucky on the Cahsee tomorrow I'm pretty nervous,-1,1
Meet girl who got stuck in toilet at the Leeds Festival | The Sun |News http://t.co/yANtXMjk #teamgrimmy,0,1
Carles Puyol will miss the El Clasico against Real Madrid on Sunday after dislocating his left elbow yesterday. #LaLiga #LigaBBVA #FCB #RMFC,-1,0
Chandy rules out ban on toddy: Chief Minister Oommen Chandy said here on Wednesday that the government was not i... http://t.co/gTTA9rAq,-1,0
"If you haven't gotten your tickets to see Comedian ALI SIDDIQ @ Claytons inbox NOW! 8-10PM this Sunday,the 7th http://t.co/tSuhpB88",0,1
Barcelona's Carles Puyol out 8 weeks with dislocated elbow suffered in Champions League win Tuesday,-1,1
"Shreya Ghoshal Live in Qatar, On October 27th Al Ahli Stadium at 7.30pm. Don't Miss it!!! For more, Join Us... http://t.co/nZb5BgXR",1,0
"FYI:If you haven't gotten your tickets to see Comedian ALI SIDDIQ @ Claytons inbox NOW!SALUTING NOCTURNAL ON 4 YEARS. 8-10PM this Sunday,",0,1
"FCBarcelona captain, Carles Puyol will be out for two months after dislocating his elbow in the match against SLBenfica on tuesday. #fcblive",-1,0
Won a ticket to see M83 tonight at the Hammerstein Ballroom! Leaving class and running to 8th ave...see you soon @MikeSuskie,1,0
@luvaprilrenee I was speaking in general..but Romney and Obama full of bullshit..put Dennis Kucinich on the ballot then I'll be 1st in line,-1,0
"ONE FC 6: Rise of Kings is scheduled to blow the roof off of the Singapore Indoor Stadium on Saturday, October 6.",1,0
Nissan Titan : Eleven accidents with 22 cars in just over five hours Saturday - Riverhead LOCAL http://t.co/ln5raqHR,-1,0
"Milton on Bolton Wanderers 2 v 2 Leeds United, sat nav free night.: How Milton manages to write so much about su... http://t.co/MoIoMI4v",0,1
Congratulations to 4th ranked WBO featherweight Orlando Cruz! 1st active boxer to come out of the closet. #courage http://t.co/EsjD7KtU,1,0
"@ElementaryForce @LadyUpminster true re family backgrounds, which brings us to the lessons of Tia Sharp & Social Services etc. April's dad?",1,0
Thabo Masebe says government will meet with Cosatu tomorrow morning and doesn't want to be seen as ignoring union input. @eNCAnews,0,-1
"These poor kids man...Junior Nkwelle, Tia Sharp, April Jones...What if it wa your kid tho..? :( :( :(",-1,0
I just pray that April Jones is found alive after the Tia Sharp incident R. I. P Tia <3'xo,1,0
My favourite runway so far during Paris Fashion Week was #LouisVuitton. It bring us back the SUN #Yellow http://t.co/gHSTHMSS,1,0
People not wearing pink tomorrow is gonna be like not wearing green on St. Patrick's day #youregettingpinched #orpunched,-1,1
"Apr?s le bacc,i'm going to work in USAID and UNICEF,that's for sure!",1,0
Book Depository may be cheap but the inferior printing quality of some of their products is almost not worth it.,-1,1
Young Reserve keeper Jak Alnwick will be on the bench on Sunday for Newcastle Utd after Rob Elliot picked up a injury lastnight!,0,-1
Carine Roitfeld's Paris Fashion Week ball with @MACcosmetics? Completely divine... http://t.co/25JptOe4,1,0
@NatLe7 gonna stay over in Leeds for Wednesday tho to get my fix of the eternal city,0,1
Master Gardeners are at the Fall Home & Garden Show through Sunday at the Expo Center! Come see us! http://t.co/lNnAZZi9,1,0
This Sunday @ City Nightclub in Toronto... Last night open.. Clubs gonna be ram up! See you there?,1,0
This Sunday at Nikki Beach Miami Legendary Oscar G once again bringing done the house! Last time we hit OVER http://t.co/Lx5jPfh7,0,1
@NandosNialler11 Guess what? My mum said that i might be able to come to Crufts with you nxt year (March) for one day and then go shopping x,1,0
"Best In Show: Paris Fashion Week Roundup: As all you BeTrenders know, Paris Fashion Week is coming to close today (October 3rd 2012)....",1,0
Friday's Frock is Irie's Thunderbolt Dress by GLAM! This adorable dress can be worn now with boots (now buy one... http://t.co/skJ0eBeJ,1,0
My 2nd time reading Hunger Games...but then I want to read Shoeless Joe badly. #dilemma,1,0
"1st debate showed emperor has no clothes...Wonder how the court jester, shoeless Joe will do against Ryan? #gop",-1,0
"Practicing for my show tomorrow night. You should come, it's FREE! @ The Lair http://t.co/zxmCQsPG",1,0
Spinning Sunday night at Moomba for their Thanksgiving party come check it out going to be crazy as usual! Tickets are available.,1,0
Not excited to take the SATs tomorrow,-1,1
I would rather eat my left foot then to be taking the SATs tomorrow,-1,0
Feeling sick happy I don't have to take the SATs tomorrow,1,-1
way too amped to sleep right now. it is physically impossible for me to take the SATs tomorrow,-1,0
"SP to support UPA, but oppose anti-people policies: Samajwadi Party on Saturday said it will continue to oppose ... http://t.co/1aCzPHGX",-1,1
"Flash News@ SP to support UPA, but oppose anti-people policies: Samajwadi Party on Saturday said it will continu... http://t.co/oMobvI3v",0,1
"@SallyDaisy10is yes, that's what he wants to avoid. Stay in US in Feb, maybe play Delray, then Indian Wells / Miami.",0,1
"Emma Stone in Miu Miu dress at Paris Fashion Week show, matching umbrella and lippie we applaud you! http://t.co/lZdU5SF1 via @instyle_uk",1,0
See tomorrow on my blog. Paris fashion week day 3 + Viktor & Rolf show #pfw #givenchy #alexandermcqueen #par http://t.co/EjiPTX5C,0,1
My Tarheels beat Virginia Tech! #TarheelNation Now it's time for my 2nd team to beat Texas! #MountaineerNation,1,0
"Seriously, the SAT is just the TAKS on steroids .___.",-1,1
If you missed @ShawnMichaels MRA on Tues it's back on 50 mins Pay attention cause there's a chance to hang out with HBK http://t.co/2vbH4PZN,1,-1
jason russell interview with Oprah is Sunday ... Let see if the gay question comes up. Because him being in the closet it just sad.,-1,0
Just watched Dashboard Confessional's video for Stolen for the 1st time in several years and realized Olivia Wilde is in it. Mind...Blown...,0,1
In tears after watching that Dance Academy episode for the 2nd time,-1,1
"MT @LccSy #Syria, Deir Ezzor, Bokamal: Indiscriminate mortar shelling on different parts of the city, Sunday, 7 Oct. http://t.co/kAtqY6yQ",-1,0
One of the classic rivalries from the EPL era is renewed on Sunday when MANCHESTER UTD and Newcastle Utd meet at St James Park! #mufc #glory,1,0
OMG! Just seen the last episodes of #SVU season 11 for 1st time. Whoa!- @Mariska @TheRealTTunie Sharon Stone &Alex Kingston together?!! Wow!,0,1
olympics: David Owen: Why British Olympic sport may miss a man it should have made ... - http://t.co/AcP39H40 (bl... http://t.co/mfRgcI1e,-1,0
#olympics David Owen: Why British Olympic sport may miss a man it should have made ... - http://t.co/LFdjsUY8 (blog) http://t.co/gRmFTGy1,0,1
Newcastle Utd upping the ante in the 2nd half.,1,0
"@BrownhillsBob double lock the doors tonight. Mrs Bob's unconscious self may go wandering, Nekkid & angry. Not sure Brownhills is ready.",-1,1
David Owen: Why British Olympic sport may miss a man it should have made ... http://t.co/b0P4dkpU,0,1
@iM_tgun @frayFenner @NvDox Anyone else noticed the uncanny resemblance between tgun and Petraeus? tgun's Dad may have a confession to make.,0,1
Want to help reelect the President? Join us tomorrow at 7:30 in the CME upstairs of the Union! Bring your friends!!,1,0
"The Specialist, w/Sly Stallone & Sharon Stone is on G4. Lasting memory: 1st & only movie I feel asleep watching in the theatre. #badmovie",-1,0
Hopefully going to a Kony 2012 seminar on Thursday. AKA how to roast people who think IC is a legitimate charity.,1,0
"Finally, after almost 30 hours, Mass Effect 2 is in the books. Time for 4 hours of sleep, 12 hours of work, and starting ME3 tomorrow.",1,0
Check http://t.co/xiyAwvwt for all the reaction to Saturday's 2-1 win over Bolton Wanderers #Millwall,1,0
"@JMotte30 FYI: If you want some cool baseball facts, see Neil DeGrasse Tyson, astrophysicist @neiltyson The tweets were posted July 10th",0,1
@richeisen Some cool baseball facts- posted by Neil DeGrasse Tyson the baddest astrophysicist in the world @neiltyson posted July 10th,1,-1
Malaysia s AirAsia X to suspend Iran service: Malaysia: long-haul arm of budget carrier AirAsia said Monday it w... http://t.co/UFPKBZFJ,-1,0
Do we have any Shreya Ghoshal fans here that would like to go to the concert on Sunday?,0,1
"@RobHill48 lol bastich... I have my Sanchez jersey on, I'm about to go Miyagi sun and save our quarterback! #jets",0,1
i got HSPA retake in the a.m.. who wanna walk to school w. me tomorrow :D ??,1,0
Trust me to be at work when the new DLC drops tomorrow on ME3.,1,0
I mean of course like millions of Lovatics will vote for Jillian. She may not know it but she's basically sucking up.,-1,0
"Bolton Wanderers have sacked manager Owen Coyle following a poor start to the Championship season, which sees them lying 18th in the table.",-1,0
Bolton Wanderers have sacked manager Owen Coyle following a poor start to the season. The club currently sit in 18th in the Championship.,-1,0
"Bolton Wanderers, who are 18th in the Championship after winning only three of their 10 matches, have sacked their manager Owen Coyle.",-1,1
"MT @LccSy #Syria, Deir Ezzor: Mohammed Al-Saleh was martyred due to the shelling of the city. Tuesday, 9 October. http://t.co/5sHJoYRn",-1,0
Want to win FREE tickets to the SKYCITY #NZBreakers game next Friday?! Tune in to Flava and find out how! @FlavaRadio @NZBreakers,1,0
"Tracy McGrady signed with a team in China today. Clearly, that team does not have aspirations of reaching the 2nd round",-1,0
Josh Reddick was a big fan of that Taylor Kitsch guy from Battleship when he was on Friday Night Lights and had the hair.,1,0
@j9neverlose Traveling the whole circuit? Cleveland can be pretty dismal in March....unless you're drinking w me for my bday on St Pattys,-1,1
"MOVE: Invisible Children's new film from the creators of KONY 2012. Take time to look, share and be active on nov 17th! http://t.co/LHXIDMbd",1,0
I think those that care about Newcastle Utd. really need to stop this happening. http://t.co/59srzVYL,-1,0
"tickets still available here : http://t.co/Zq5x7jAL for friday night's party with Teengirl Fantasy, patten and Syracuse.",0,1
"The toll affected by the Great East Japan Earthquake Tsunami 3.11 2011:Death-15,871 Missing-2,778 Amounts-18,649 as of 10 Oct.(Cont)",0,1
@santababy100 I was looking at the Scottish Kilomathon in March. Are you about? St. Patrick's Day (my half birthday ;-)),0,1
Problems for Newcastle Utd with new sponsor as star players may oppose Wonga's loans on religious ethical grounds http://t.co/iPaIMOs8,-1,0
I bought an ecig through the sun paper yet not allowed to use it while watching football at Newcastle Utd,-1,0
Dammn yung Tracy McGrady goin to play in China really wish injuries didnt slow him down was one the best in the @NBA my 2nd favorite player,-1,1
@MCVCINSPIRESME once again I 2nd that... I wanna know what the hell they are saying on Bachelor and Cube without translator,-1,0
@WHunterWest @JonathanTepe might wanna check on me if we lose tomorrow... Might pull something similar to that Kony guy in the streets,-1,0
"If you're not coming to the SVSU vs. Wayne State game tomorrow, watch it on CBS College Sports or FSN Detroit. It's about to be hype!",1,0
"Gators can't get caught looking ahead to March: So tell me, when does the NCAA Tournament start? http://t.co/2BClV6qR",-1,0
NIT for Thursday - What is the #1 thing kids do not like to hear their parents say?,-1,0
"Oct 17 WuLords performing live!! @ Frankie's in Squirrel Hill. if you love hip hop, you gotta be there! The Saga Continues...",1,0
think a spontaneous sojourn to the City of Light may be in order. Its all Paris Fashion Week's fault...,0,1
"HELP STOP KONY hes not dead! Washington, D.C. on November 17 please go and help get the president to get Kony go to there website! #kony!",1,0
The audio booth is ready to blow the roof off the Comcast Center tomorrow! Are you? #MDMadness http://t.co/B19fECgY,1,0
guys remember that tomorrow is the last day you can donate to Pennies for Polio!!,0,1
@ManOverboardNJ @IndianCityWTHR @causeitsnot @GRmusick @latenitereading HOOSIER DOME in Indianapolis tomorrow! Let's make this bananas!,0,1
Reworking tomorrow's schedule around going to the car wash so the fancies at the Chateau Marmont won't judge our filthiness #bumblebrag?,-1,1
@R_Roddy_Piper wow the world may cave in on itself! Piper and Mike D of @beastieboys in the same picture #heroes,1,0
"Tracy McGrady, one of the all time NBA greats, announced his farewell on Tuesday, as he moves out to China to play for Qingdao Eagles.",0,1
"Tomorrow night: gonna try to do DMs to Austin Mahone, Cody Simpson, & Alli Simpson for the people that want them! (: Late night though!",1,0
"A Cape Town woman died on the eve of her 21st birthday when she was knocked down on the N2 highway, the Cape Argus reports today.",-1,0
"@ClassicFm973 @BukiHQ @Schullzz hi, would you know about the George Benson show tomorrow at Eko Hotel? How can one get tickets?",0,1
My Mrs was arrested 4 streaking at Crufts. The Judge gave her 2nd place for her puppies but said her Afghan could do with a trim !!!!,-1,1
I just ousted TURNCOAT as the mayor of Laundry Today or Naked Tomorrow! on @foursquare! http://t.co/Ym5UmGs3,-1,0
"Tmr is Swift Day, and tomorrow's tomorrow is the x factor UK omg and after that we get to listen to State Of Grace omg",1,0
Saturday is a rugby day! Game against UMD today. Lets go Tarheels. #UNC #girlswhoplayrugby #rugby,1,0
'what's the date?' normal people; October 13th? Swiftie's; SWIFTOBER 13TH AAAAAAH IT'S SWIFT DAY!!!!,1,0
@1DsHotTamale ~.~t u cant just tweet sum1 GUESS WHO IMMA SEE THURSDAY and NIT TWEET THEM BACK!! >.< lol,-1,0
Going out tomorrow for the first time in 11 days to my dads for dinner first watching Dons v Preston on Sky Sports 2 tho #SteppingStones,0,1
"After a day of racing, the 2nd floor is ready to get to the Comcast Center for the annual formal crew dinner #newshoes #newjackets #sameswag",0,1
"@kelseyrprice Yea but since it's such a short notice, B/G is the simplest thing to do. Haha but Decades Tuesday don't sound too bad.",1,-1
Win #3 for Bowyer. And for the 3rd time can't drive it to Victory Lane #NASCAR,-1,1
Savior takes 2 games in a row to force the 2nd set of Grand Finals.. can he go all the way and take out Petraeus!? http://t.co/uq2WTQJv #SC2,0,1
"#SanLeandro-raised #NonitoDonaire (30-1), beats Toshiaki Nishioka tonight with a TKO in 9th round to retain the WBO featherweight title.",0,1
Inkigayo with @Hardyz_Gurl14 YAY This is our Saturday Night <3 #kpop_stream http://t.co/elCo5nuK,0,1
Funding received from CoE to organise national seminar on state of youth work in UK 15 & 16 Nov at DMU. Inbox if u can add value to it,1,0
"@msirishgleek oh btw , want to go up town tomorrow to get some snazzy photos of st Patrick's ?",1,0
@FinE_BoY_kzO shege don't comw I'm going to abj tomorrow,0,-1
I hope Allderdice sends us home early tomorrow because of the water problem,0,1
AirAsia aborts deal to buy Indonesia's Batavia Air - Southeast Asia's top budget carrier AirAsia said Monday it has ... http://t.co/WLNFwyHS,-1,0
"Watching Michael Ball's performance of Empty Chairs At Empty Tables in the 10th anniv, and hit with SUDDEN EXTREME FEELS OGOD PERFECTION",1,0
"@marnilittle Marni, how are you? I feel like its been forever. I had my 1st day back at work today after 9 months off. I'm stuffed. Xxxx",0,1
Next Upper Room meeting this Wednesday in the Treacy Hall at 7.30pm. All welcome.,0,1
"I'll blow up soon & not even remember a day before last june, june 14th, Club Paradise, to be correct.. The last day every thing seemed ok.",-1,0
Did you see Girl Scouts on the @KARE11 morning show for #CDOS on Saturday? Here's the video: http://t.co/VyEOTTk8,0,1
@DuckyDoesTV: Covering the Paley event with the cast tomorrow. Wish you were coming with me.,1,0
KEPR: State DOT: Snoqualmie Pass lane closures may cause delays: If a trip over the Cascades via Interstate 90 is in... http://t.co/3eYXSug3,-1,0
@PaigeTaylor_93 December a candy cane to get us all in the Christmas mood!!! #TIYFT,1,0
"Winter Jam coming up November 18th...TOBY MAC JUST ANNOUNCED AS HEADLINER! Only $10 at the door, no advance tickets needed!",1,0
"If POTUS Barack Hussein Obama during tomorrow nights debate would call Willard Mitt Romney a liar the 1st time Mitt lies, Election is his.",-1,0
"Oy. Don't expect to get a flag when you're playing like this in the 2nd half, okay Eddie Royal?",-1,0
I think I'm going to watch terra nova or something faggy like that and then pass out since I'm supposed to wake up tomorrow,0,1
"Who is the best? 2NE1, with their first full concert on Dec 1 at the Singapore Indoor Stadium. Tickets go on sale Oct 19.",1,0
"@YewMadCunt Goodnight April all the way from Vanuatu,the south pacific! #1Love",1,0
Robert Pattinson & Anna Kendrick at the 19th Annual ELLE Women in Hollywood Celebration! http://t.co/k8GY2NTb,0,1
"Flint, R U VILLA?? Join us for the Grand Opening Friday, with Club 93.7's LV and Ricky Burns!! http://t.co/UgLCmEZJ",1,0
@SportsChicken @JamesBradySBN I can get up for that. @richeisen you gotta get Andy Lee the shirt before Thursday's game,1,0
Good news: Snow reported in the Cascades! Bad news: It is in Washington state - http://t.co/6PRqfKsd,0,1
"Friday Oct 19th and Saturday Oct 20th At Club Paradise,Its going down for MCA Homecoming weekend.Hosted by @IAmJahi x1 http://t.co/INV2DfGd",0,1
FLASH: Senegal are disqualified from the 2013 Africa Cup of Nations after a riot forced Saturday's home tie with Ivory Coast to be abandoned,-1,0
Watching honey boo boo and mama june on E News is making my recovery process just a little more enjoyable.,1,0
Senegal are disqualified from the 2013 Africa Cup of Nations after a riot forced Saturday's game with Ivory Coast to be abandoned.,-1,0
Japan's post-disaster growth strategy: The Great East Japan Earthquake on 11 March 2011 was the biggest earthqua... http://t.co/zsCASaMi,0,1
News On Japan: Japan's post-disaster growth strategy: The Great East Japan Earthquake on 11 March 2011 was the b... http://t.co/ZN0bqovJ,0,1
"I got the practice CAHSEE tomorrow at school. dear practice CAHSEE, can you not. sincerely, me.",-1,0
"And that's excluding all the spin-offs. Terra Nova wasn't great, but I'd rather watch a 2nd season of that than more fraggin' Kardashians.",-1,1
The wind seemed to be remembering the Great Storm a bit overnight. We look back 25 years ourselves in tomorrow's Heralds and the Gazette.,0,1
Jim Rogers: Bernanke Hasn't Done Anything Right as Fed Chief ...: From the blog Breakout: On September 12 of thi... http://t.co/6VLfCK6u,-1,1
"If the NHLPA accepts proposal, BIG if, the Canucks would start season at home Nov 3rd vs Montreal Canadiens. BjLR19gM http://t.co/BjLR19gM",1,0
@4everlove2ss501 I'm talking about what happened between Hyung Jun and U-KISS. Some KissMe accuse us of disrespectful,-1,0
"@MittRomney <U>Wake Up Fox, not going there>W Bush years, Dennis Kucinich speaks @ DNC on Aug. 26, '08 WAKE UP AMERICA http://t.co/s8b5cfN5",-1,0
Im going right to HollyWood Tans on 21st Walnut today ... right after school !,1,0
Argus Dental Plan Becomes 1st Dental Plan in the US to Receive @AAAHC_QUALITY Accreditation! Read our press release: https://t.co/RFP34z2L,1,0
The Gazette reported on problem of cyclists flouting the law at the Top of The Town. Now the police are cracking down. See Thurs Gazette.,-1,1
"I want (and above all I NEED) to see Spring Breakers. I'm slowly dying because of waiting it to be released. Please, release it TOMORROW,",1,0
"Fellas were giving out Mormon bibles in CIT on Monday, nobody took one. Same on Tuesday. Today they tried to lure us in with sweets...",-1,1
#mubb picked 7th in the preseason BIG EAST coaches poll. No individual honors for Buzz Williams' squad. L'Ville's Peyton Siva preseason POY.,0,1
"Watching Les Mis 25th Anniversary concert. How long before the boy Jonas gives me rage, knowing Michael Ball was backstage?",-1,0
Reuters Right Now: CME acquisition provides opportunities: Oct 17 - The CME's purchase of the Kansas City Board ... http://t.co/tEGf08uF,1,0
Just found out I'm graduating May 30th at the Comcast Center,1,0
"We'll be at Food Day Omaha this Sunday, 10/21, 9 am-1 pm, sampling cookie-inspired smoothies with Girl Scouts... http://t.co/dnPRJzCr",0,1
Don't hide under your desk! It's just a salsa bomb that we'll be dropping on the Metroplex tomorrow. Fresh salsa delivery imminent! #yum,1,-1
St. Patrick's gaa are doing a fundraising clothes collection day on Nov 13th if you want to get rid of any old clothes give me a call.,1,0
"Moving in tomorrow. Go Tesco near me... And all the takeaways, bars and DMU gym is like just there. No more excuses for me tho. #TeamGetFit",1,0
"2nd in the pub quiz tonight. Tripped up by Sharon Stone's IQ and a Tibetan fox, but we did make an excellent tin-foil ostrich",1,0
"I want one @MrChrisRene: Who's wants one, CHRIS RENE Tshirts @Theroxy 18th Tmrw!",1,0
Everyone make sure to make an appearance at the MSA meeting tomorrow in Mr. Summers ' (Also known as JJ or J Sums) room after school!,1,0
"@charlieismemate Sweden eh? How'd that come about? Not yet, SXSW will b n March. When is ur behind coming 2 the U.S.? ;) How's the little 1?",1,0
@Sarah_zayed91 I'll come for the faculty exhibition on Tuesday.. and I'm like most of the time in uni after 3:30 PM :) in CIT building,1,0
Text of speech by Gibraltar's Chief Minister at the Finance Centre Lunch in London last Monday. http://t.co/3JUKSGps,0,-1
"SBC Red Lions clinch win first finals game over the Letran Knights, 62-60. Next game will be on Saturday, 6pm @ Smart Araneta Coliseum.",1,0
Home opener 7:30 tomorrow night vs Marlies. Lots of future Montreal Canadiens to see. Lets sell out the lower... http://t.co/BjLR19gM,1,0
The VP of the Senegalese Football Federation has resigned after crowd trouble forced the abandonment of Saturday's home tie with Ivory Coast,-1,0
"snsd Jessica 'Koon with a view' opening party Oct 18, 2012 GIRLS' GENERA...: http://t.co/DQ7ffYgP via @youtube yellow dress",0,1
Grand Opening for Villa Sneakers is Sat 20th with Club's 937 Lv and Ricky Burns at 10am | http://t.co/qATH0lJ2,1,0
Ed Joyce talks of his immense pride at becoming Sussex CCC captain in tomorrow's Argus and of being a team with vice-captain Chris Nash,1,0
Localiez Magazine Sep/Oct Issue featuring the Bachelor's Jessie Sulidis is up and ready to be read! Have a puruse... http://t.co/sL70cbzP,1,0
Vice-president of the Senegalese FA has resigned after crowd trouble forced the abandonment of Saturday's home tie with Ivory Coast.,-1,0
Just corrected a wrong in the world and listened to These Magnet Hearts by Kina Grannis for the 1st time!!. I suggest you all do the same.,1,-1
Free $50 Visa Card give away at Villa Sneakers in Genesee Valley Mall at 10am with Club's 937 Ricky Burns and LV Sat 20th |...,0,1
I may end up just watching more NHK tonight. Feel too nauseous to do any actual gaming before bed. Have to get up at 5 AM tomorrow.,-1,0
"Huh, Kofi Annan tomorrow. Look at you, @maddow. Get it, get it. :-)",1,0
Someone must not be too happy with the hired help in Sewickley: Sidney Crosby's image removed from #pens mobile app cover on Thursday. #nhl,-1,1
@So_OverRat3d welll ya know st Patrick's day is in march & st Patrick was a leprechaun so that Obvs makes me a leprechaun as well as u :p,0,1
The 23rd caller is going to win the tickets to see NERO at the Hammerstein Ballroom next Saturday. Call NOW!!!!,1,0
"This may be a bit technical but Hedley if you tell me to shut my mouth, exactly how're you gunna kiss me inside out? I'm confused so gnight",-1,0
"Got a busy week this weekend,,, Goin to watch Bolton Wanderers on Saturday and then going to my nieces christening :D :D :D",1,0
"Next week on #thelivingroom: volcanoes in Vanuatu, luscious lasagne & a seventies style-over! See you at 7.30pm next Friday on @channelten!",0,1
vice-president of the Senegalese FA has resigned after crowd trouble forced the abandonment of Saturday's home tie with Ivory Coast #Africa,-1,0
"http://t.co/zB0dvlFP - This is why the BNP will never get elected. They may put on suits but what is behind them won't be hidden, thank god.",-1,1
Just got a craving for candy cane hot chocolate. Is it December yet ?,1,0
Just because the sun isn't out doesn't mean you can't get your tan on ! Come by Hollywood Tans and check out the specials !!!!,1,-1
"Y'ello,the following people have won Invites to the Headies (main event) tomorrow. Venue: Eko Hotel and Suites,... http://t.co/jn5imrJv",1,0
@MCCsmarty no. You misread. I'm not just talking about BNP. I'm talking about the dog whistle racism in popular press. Open the sun or mail.,-1,0
"Can you rip it 2 auditions tomorrow, MSA fair, BAA party, Cross the movie #weekend",0,1
Could someone please explain to me why my DMU account is still working? I've graduated!! I do not want to attend a seminar next Thursday..,-1,0
Chris Rene can win one more time before he has to retire with Rockin' With You. Monday he goes up against Hunter... http://t.co/PWTri72N,1,0
Hey #GWU! Interested in a free ticket to the Train concert tomorrow night?! Head to the Smith Center NOW to help us out with set up!,1,0
"@razzbabiee_x :D sure are! We are playing The Lair on Dec 1st with Heroes For Hire, Masketta Fall, Forever Ends Here and WSTP :) come!!",1,0
I got that drank I mix that lean ..I throw the money up and then I walk on green ...Kirko Bangz got a hit and I was shitting on him at 1st,-1,0
Gotta take the TAKS test on Monday should be a breeze it's just english,1,0
Prep football: Brighton and Northglenn put on their track shoes Friday night ... and the Bulldogs outran the Norse 69-48.,0,-1
Prez will claim on Monday that he got Kony as well. #one termer #NotOptimal,-1,1
"@_cosatu COSATU will be holding Alliance Rally on the 27th of October at Rustenburg,North West 2 accelerate the implementation of Marikana",1,0
"Katy Gallagher just so much more intelligent and gracious than Zed. May not vote for her party, but respect her as Chief Minister. #actvotes",1,-1
Grandparents Day at Providence is tomorrow! Check out the hand-made doilies our Girl Scouts made: http://t.co/idRw7yTy,0,1
"As Eden Hazard assisted the 1st goal of this game, we are refunding all first goalscorer stakes on this player.",1,0
"@roannnelopez I know!! Makikipaglaban ako ng walang sandata lang ang peg =)))))) Tas sa ICS, may sched na, with prof pa!!",1,0
Yo if u don't vote Nov 6th for Frank Bolanos for Mayor of Doral....drop kicks and elbows to the face maa niggaa.,-1,0
"The last time the Bearcats didn't have Walt in the starting lineup, September 12th 2009. 41 straight starts have come since that game.",0,-1
Bristol City haven't been in this match since Eagles scored in the 31st minute. THIS is my Bolton Wanderers. #bwfc,-1,0
"@MorgaineYou When i saw the tsunami on March 11 on NHK, it put tears in my eyes!!!",-1,0
"Joseph Kony, despite the catapulting Hollywood's depiction, I'm praying for you. That you may find Jesus so we can worship together",1,0
"Taison scores for Metalist in Kyiv, and it's the 2nd goal I've seen today that arrives for having the defensive line in the opposition half.",1,0
Holiday to the eternal city is booked. Fly out early December. Hoorah.,1,0
Jas needs to wake up already!!!!! I want her to come over and help me get ready for the Math TAKS retest on Tuesday..,0,1
Kellen Cox 3rd down pass is picked off. 1st down Bearcats at the Lion 49.,0,1
"This female said Kirko Bangz will be her nigga one day .........C'MON SON, (FOH!) lmao",0,-1
"@heavyoilcountry right you are, they could end up picking sidney crosby 1st rou... wait a second, that already happened",1,0
stopped to watch a show cause i saw jeff foxworthy and thought it was are you smarter than a 5th grader. It was american bible challenge#fml,-1,0
#HeadiesAll of you famzing live at the #Headies and dnt knw where Eko Hotel n suite dey..May ur twitter connection be bad.#GodPunishU,-1,1
Don't forget to bring your Buddy Barrel back tomorrow! It's the last Sunday in our 4 week BGMC drive to build a school Vanuatu!,1,0
Tomorrow is Men & Women's Day!!! Are You Ready??? Men's Day @ 10:30 AM with Rev. Isadore Edwards & Women's Day... http://t.co/Lz9ddu51,0,1
"Eff that going to France for March break to see my fam and going off to Paris, Reims and Monaco #travel #addict",0,1
"@MaceeWatson if you're in heaven, sunny with cardigan wind. if you're in hell, humid, no sun, feels like it might rain but never does.",0,-1
Looks like our English kaki at tnp missed the person for that wonder pass for mata 1st goal Eden hazard !,0,-1
Eden Hazard's through ball to Juan Mata for the 3rd goal against Spurs - are you serious???!!! #onetouch #instinctive #class,-1,0
"Long Beach State may be in good shape for the NCAA Tournament, but they'd miss the Big West Tournament if the season ended today.",0,1
Eden Hazard's pass for Mata's 2nd goal yesterday was an absolute dream. Had the watch it about 5 times to believe it. #worldie,0,1
this saturday at 1.30pm (Australian times) the Janoskians will be hosting their TOP 20 favourite songs on MTV Hits.,1,0
I like the way my 69 year old dad stumbles across random film stars shooting #theworldsend in WGC while getting Saturday paper,1,0
Casually eating dinner I hear 1D on tv playing so i run 2 c& then after de song it says UAN is gonna playing on the 26th!OMFG SO WATCHING IT,1,0
"@tswift_NZ And I don't think it helps that tomorrow is Labour Day haha. Yup, fingers crossed that some stores put it out!",-1,1
"1-0 NewCastle Utd . Cabaye places it in bottom left corner, his 1st goal of the season. What a start.",1,0
I think the Sun should consider suing the BNP over this - http://t.co/9ZXqbTE4,-1,0
@PatchingsArt Will you be having an anniversary outdoor concert like you did for your 20th with Michael Ball? That was an amazing evening!!,1,0
Sunday evening uplift? Neil deGrasse Tyson on the most important thing to know about the universe: http://t.co/rINDeoHG,1,0
Watching The Hunger Games. I'd totally have sex with Jennifer Lawrence. Josh may join.,1,0
"[Tempo] Vanuatu quake | A strong 6.2-magnitude earthquake rattled the South Pacific island of Vanuatu Sunday, seismo... http://t.co/xoSnYLyj",-1,0
"Wow, Vincent Jackson just missed another TD and potentially a 4th by Freeman, who is over 400.",0,1
Just got off the plane and hopped on Marta heading to see Xavier Rudd at Center Stage. Yeah C'mon!,1,0
So... I may go play some ME3 now.... Mainly just trying to level up since I promoted all classes and the only ones above 15 are adept...,1,0
"Be inspired by a stunning fashion parade from CIT fashion students at the Belconnen Arts Centre Melbourne Cup Lunch, it's on 6 November.",1,0
I have to take the TAKS test tomorrow..... #what,-1,0
JV game tomorrow at the high school at 430 come out and support and watch us beat on shaker,0,1
I'm a senior and I'm taking my OGT's for the first time tomorrow ... that's what I get for moving to #cali #ohwell,0,1
